"TIENDA_ID","PLAZA_CVE","NIVELSOCIOECONOMICO_DES","ENTORNO_DES","MTS2VENTAS_NUM","PUERTASREFRIG_NUM","CAJONESESTACIONAMIENTO_NUM","LATITUD_NUM","LONGITUD_NUM","SEGMENTO_MAESTRO_DESC","LID_UBICACION_TIENDA","DATASET","direccion","codigo_postal","estado","X","min_mes","max_mes","min","max","prom","desvstd","skewness","kurtosis","q1","q10","q25","q50","q75","q90","q99","Meta_venta","ratio","exito"
1029,2,"C","Hogar",104.95,0,10,26.03387,-98.25722,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 13 de Septiembre, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",1025,202301,202412,563873.45,1631896.17,1370620.04047619,221885.62483564,-2.45971492677529,8.60596008773554,697221.254,1233422.77,1302622.57,1379557.15,1509379.18,1551788.99,1620660.572,490000,2.79718375607386,1
1031,2,"B","Hogar",111.93,0,10,26.40193,-99.03187,"Hogar Reunión","UT_DENSIDAD","TRAIN","Libramiento Eulogio Gómez García, Miguel Alemán, Tamaulipas, México",NA,"Tamaulipas",1027,202301,202412,369797.66,1062356.16,891552.036666667,133381.79411343,-3.16153480505581,12.5466483798732,455513.05,835328.5,867137.86,917496.17,956817.95,971254.75,1044900.308,490000,1.81949395238095,1
1032,2,"C","Hogar",112,0,11,26.0948,-98.2772,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Juan Aldama, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",1028,202301,202412,527673.86,1380297.11,1183738.62285714,169103.656702122,-3.06340867582412,12.0428816389361,635048.648,1105807.97,1149015.77,1223699,1243636.23,1326065.72,1373729,490000,2.41579310787172,1
1033,2,"C","Hogar",134.13,0,12,26.02971,-98.28762,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Las Torres, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",1029,202301,202412,453904.23,1279763.82,1056867.72047619,186322.020324837,-1.60141477645834,4.44912013049341,542743.542,913364.25,971787.59,1042519.39,1207206.06,1255809.75,1277661.39,490000,2.156872898931,1
906,2,"CD","Hogar",80.4,8,5,26.08238,-98.32488,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Tulipán, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",902,202301,202412,1004451.39,2566325.07,2220733.67571429,327285.558981802,-2.73550509246128,9.63157326490603,1185378.402,1987337.61,2135026.23,2305865.78,2391081.09,2441792.32,2556297.39,490000,4.53210954227405,1
895,2,"C","Hogar",127.87,10,10,26.07196,-98.3496,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Everest, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",891,202301,202412,20511.63,1478759.13,1046795.44428571,380305.02896035,-1.92275552135749,3.25574968330675,32762.96,558354.02,1015158.2,1176894.48,1233869.65,1311574.88,1457643.658,490000,2.13631723323615,1
896,2,"CD","Hogar",88.38,12,10,26.03921,-98.351,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Las Lomas, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",892,202301,202412,426719.87,1267904.6,993367.795714286,169756.751648247,-1.83864114194883,5.71897652444159,501610.662,817262.36,941650.59,1030078.44,1074918.86,1102577.47,1254048.026,490000,2.02728121574344,1
897,2,"C","Hogar",127,10,11,26.05115,-98.34874,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Gardenia, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",893,202301,202412,485060.3,1319716.44,1027630.70619048,186476.482814106,-1.23547346998329,2.36843665756199,540904.678,848640.46,948055.54,1067078.92,1151126.03,1169591.78,1305509.28,490000,2.09720552283771,1
898,2,"C","Hogar",94,8,7,26.05933,-98.30631,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Las Torres, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",894,202301,202412,300395.93,919587.73,715337.676666667,131854.631191897,-1.44680965607635,3.96828163483686,354453.48,585973.05,675576.25,717147.67,801819.07,835708.8,910780.298,490000,1.45987280952381,1
899,2,"BC","Receso",98.95,12,12,26.07745,-98.28304,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Tamaulipas, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",895,202301,202412,148183.11,1308980.79,998442.203809524,332605.025610953,-1.83601529777835,2.68244796699555,149773.478,492901.14,959606.26,1092081.33,1211548.62,1250329.19,1301810.966,516000,1.93496551125877,1
901,2,"C","Hogar",96.74,10,10,26.05283,-98.29934,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",897,202301,202412,600660.6,1633480.27,1375304.21619048,229552.696055575,-1.98744343798467,5.68947331123842,710548.914,1167565.01,1274668.77,1442531.14,1534877.12,1580251.91,1628243.544,490000,2.80674329834791,1
902,2,"CD","Hogar",105,10,8,26.06042,-98.31307,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Sierra Leona, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",898,202301,202412,327034.02,921965.82,770279.539047619,130063.701270418,-2.0899466111476,6.07441014074639,384872.146,655792.25,706726.38,794996.08,848423.76,876627.57,917121.536,490000,1.57199905928086,1
903,2,"C","Receso",96.4,9,10,26.06081,-98.29796,"Parada Técnica","UT_DENSIDAD","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",899,202301,202412,290865.31,790373.81,646887.729047619,102582.087860588,-2.09382960932373,6.84285308396529,340772.21,562279.01,623946.98,660205.29,708690.31,735206.44,782459.396,516000,1.25365838962717,1
904,2,"C","Hogar",102.4,9,7,26.18754,-98.46751,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Pemex, Carretera Nuevo Laredo- Reynosa, La Cuchilla (Los Miranda), Valadeces, Reynosa, Tamaulipas, México",NA,"Tamaulipas",900,202301,202412,508930.56,1392534.36,1152530.25,190054.68166469,-1.93538208114198,5.92007243420961,603796.79,984233.8,1104145.13,1169169.68,1249135.39,1326726.64,1392509.322,490000,2.35210255102041,1
905,2,"CD","Hogar",96.4,10,7,26.02988,-98.23728,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 20 de Noviembre, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",901,202301,202412,666579.8,1722160.22,1375438.89047619,229125.983699444,-1.40729669312557,3.47581650281575,757719.366,1142906.78,1291549.4,1403123,1517432.86,1595154.32,1706179.68,490000,2.80701814382896,1
894,2,"C","Hogar",95.08,10,6,26.06298,-98.33505,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Bella Vista, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",890,202301,202412,596189.29,1647546.36,1287121.41571429,212832.459932584,-1.63575922592489,4.88631591734945,687885.358,1065331.03,1209141.28,1313568.58,1396581.3,1451322.93,1618857.102,490000,2.62677839941691,1
907,2,"C","Hogar",104.2,10,10,26.05555,-98.34134,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Campeche, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",903,202301,202412,745743.87,1941818.93,1672448.00809524,256586.103001312,-2.49172601678365,8.34406926352337,872208.692,1543957.55,1566508.14,1752118.33,1820891.25,1886687.75,1940552.064,490000,3.41315920019436,1
908,2,"CD","Hogar",105.1,10,13,26.04733,-98.29975,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Tercera, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",904,202301,202412,449655.45,1427939.36,1000006.03333333,210605.382100821,-0.469026241602155,1.44611062754765,504800.17,814950.96,906506.4,1012102.42,1167371.81,1189048.82,1399969.984,490000,2.04082863945578,1
909,2,"C","Hogar",95,7,6,26.05964,-98.30874,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Cerro Azul, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",905,202301,202412,94535.36,755949.99,603348.615714286,156681.12776093,-2.24957958513045,5.46208902452723,131278.404,467862.4,590076.34,637575.51,687970.82,729671.23,751196.172,490000,1.23132370553936,1
911,2,"CD","Hogar",123.4,10,5,26.01801,-98.24324,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Ágatha, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",907,202301,202412,30761.65,886533.73,600360.342380952,213444.787224398,-1.58714101679478,2.31588660572796,50393.596,262996.58,576147.92,662279.13,703112.14,790000.32,874231.218,490000,1.22522518853256,1
912,2,"C","Hogar",108,10,8,26.0085,-98.24256,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Punta Diamante, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",908,202301,202412,102112.28,1384943.08,1045805.23190476,342387.766002235,-1.7996997893908,2.68843912877449,135971.814,530801.62,998478.14,1129927.52,1259926.16,1306793.54,1376225.194,490000,2.13429639164237,1
913,2,"C","Hogar",98.36,10,10,26.05574,-98.28835,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Primaveras, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",909,202301,202412,753559.6,1949277.92,1617030.63571429,239007.214302367,-2.41854942762407,8.42018258228044,880674.236,1458865.75,1540981.17,1696597.7,1743015.86,1792431.36,1925488.422,490000,3.30006252186589,1
914,2,"B","Receso",112.3,10,10,26.04321,-97.95335,"Parada Técnica","UT_GAS_URBANA","TRAIN","Avenida Licenciado Benito Juárez, Nuevo Progreso, Río Bravo, Tamaulipas, México",NA,"Tamaulipas",910,202301,202412,913907.93,1889400.4,1269440.6847619,283206.271816935,1.04198439460741,0.215654474272309,914679.212,1017877.02,1093225.05,1192671.01,1383847.61,1684033.57,1880550.598,516000,2.46015636581764,1
915,2,"C","Hogar",105.74,10,10,26.07616,-98.28808,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Culiacán, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",911,202301,202412,561974.81,1609194.65,1181898.90952381,222790.25258064,-0.948741494974007,2.10088980363167,622527.63,929291.01,1145121.56,1232523.63,1274322.38,1389436.76,1570006.646,490000,2.41203859086492,1
916,2,"C","Receso",92,10,6,26.05247,-97.95191,"Parada Técnica","UT_DENSIDAD","TRAIN","Avenida Licenciado Benito Juárez, Nuevo Progreso, Río Bravo, Tamaulipas, México",NA,"Tamaulipas",912,202301,202412,1258605.39,3424863.18,2705691.72095238,449683.654747089,-1.44508553547331,4.62251266691337,1475375.066,2368467.97,2473997.1,2757623.68,2962087.44,3225956.67,3402097.304,516000,5.24358860649686,1
917,2,"C","Hogar",214.2,10,14,26.06344,-98.37474,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle de los Robles, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",913,202301,202412,489674.07,1375898.24,1105852.48571429,208682.253824464,-1.14332603647038,2.45128268070417,566369.994,891565.1,1040374.72,1071362.2,1278720.95,1328805.35,1372972.876,490000,2.25684180758017,1
883,2,"C","Receso",103.3,10,8,26.0646,-98.2845,"Clásico","UT_GAS_URBANA","TRAIN","Oxxo, Boulevard General Álvaro Obregón, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",879,202301,202412,483473.31,1167733.87,998572.781428571,157413.074920004,-1.81023284239912,4.85029849381971,544272.92,868421.94,940215.58,1015332.02,1119733.04,1152974.64,1166351.6,516000,1.93521856866002,1
865,2,"C","Hogar",0,0,0,26.00448,-98.25235,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",862,202411,202412,162169.51,288620.68,225395.095,89414.4797959729,NA,NA,163434.0217,174814.627,193782.3025,225395.095,257007.8875,275975.563,287356.1683,490000,0.459989989795918,0
866,2,"C","Receso",0,0,0,26.03853,-98.30021,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",863,202411,202412,255939.79,506429.46,381184.625,177122.944274181,NA,NA,258444.6867,280988.757,318562.2075,381184.625,443807.0425,481380.493,503924.5633,516000,0.738729893410853,0
875,2,"BC","Receso",107.7,10,12,26.0857,-98.29232,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard Miguel Hidalgo y Costilla, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",871,202301,202412,389074.63,1039393.89,899321.306666667,143105.411651584,-2.42398185532201,7.77534081992955,458275.742,790166.18,874017.62,911447.7,1004650.37,1018116.64,1035678.968,516000,1.74287074935401,1
876,2,"BC","Hogar",126,10,10,26.08091,-98.27484,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Havre, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",872,202301,202412,339071.27,885750.73,706821.340952381,111481.534033295,-1.64638381154908,5.29782960003838,389205.434,633985.89,666714.92,716398.41,772681.15,820189.3,876118.704,490000,1.44249253255588,1
877,2,"CD","Receso",191.2,10,10,26.03791,-98.36191,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Las Lomas, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",873,202301,202412,45359.27,1497635.97,1037733.33,359605.924684742,-1.62929589338428,2.78588986773283,81820.052,550257.88,1026426.69,1088448.96,1200913.6,1433917.51,1486850.284,516000,2.01111110465116,1
2,2,"C","Hogar",0,0,0,26.04198,-98.3562,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Loma Dorada, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",1,202301,202412,482736.19,1140719.77,899474.130476191,147170.438997138,-1.00028424766215,2.07003391351147,526758.878,729203.78,810243.42,923898.95,978336.28,1083879.45,1129723.886,490000,1.83566149076774,1
879,2,"C","Receso",110,10,10,26.09214,-98.2756,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle José María Morelos, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",875,202301,202412,45826.96,1047689.35,798700.734285714,258499.818570104,-1.6390697016802,2.58169020980852,111372.828,374977.64,766367.28,866557.41,995675.62,1013885.02,1041930.34,516000,1.54786964008859,1
881,2,"B","Hogar",130,10,10,26.07699,-98.277,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard General Lázaro Cárdenas, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",877,202301,202412,279236.15,1023309,742007.540952381,139480.729349728,-1.53638877183879,5.98096462447453,346023.26,637171.95,703629.33,752189.36,803673.46,860804.62,992660.468,490000,1.51430110398445,1
882,2,"B","Receso",110,10,10,26.0883,-98.27013,"Clásico","UT_DENSIDAD","TRAIN","Calle Licenciado Emilio Portes Gil, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",878,202301,202412,540880.93,1412807.22,1169355.2052381,181323.57520241,-2.13567962286376,6.76738893623341,624661.794,1035307.3,1099612.98,1190462.41,1283232.15,1331535.54,1399953.858,516000,2.26619225821336,1
918,2,"C","Hogar",111.75,10,10,26.07442,-98.30989,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Padre Soler, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",914,202301,202412,535040.12,1631082.2,1319330.10428571,221767.55553272,-2.25785580086972,7.54120740330118,650326.326,1139425.11,1281214.83,1342320.11,1441034.17,1492707,1610602.492,490000,2.69251041690962,1
884,2,"C","Base",122.54,8,12,26.0896,-98.27616,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle General Servando Canales, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",880,202301,202412,425455.55,1188705.95,1019987.45809524,163242.348019485,-2.54502891184629,8.69371018244578,510401.118,920048.92,979128.49,1038910.79,1127014.73,1149466.14,1186559.808,480000,2.12497387103175,1
885,2,"B","Receso",110.15,10,9,25.98226,-98.09069,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle Las Palmas, Río Bravo, Tamaulipas, 88900, México",88900,"Tamaulipas",881,202301,202412,558516.14,1269568.96,1080185.05428571,147730.00410908,-2.25646031410082,7.45170172476809,630564,993090.53,1032753.74,1123796.99,1157010.83,1210426.96,1262510.91,516000,2.09338188815061,1
886,2,"BC","Base",94.3,10,9,26.06934,-98.29477,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Rosalinda Guerrero, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",882,202301,202412,13098.93,1203505.83,952270.258095238,299691.69170508,-2.14074451364552,4.38164717187102,86531.528,495667.33,917208.38,1054566.06,1124045.8,1167699.24,1197161.128,480000,1.98389637103175,1
887,2,"C","Receso",188.99,0,11,26.05794,-98.29427,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Calle General Álvaro Obregón, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",883,202301,202412,279347.94,742443.74,594319.8,110770.318328815,-1.1729608129966,1.87447916231114,312840.936,456999.4,548346.84,602957.65,675220.03,706405.27,738771.192,516000,1.15178255813953,1
888,2,"C","Hogar",121,10,14,26.06334,-98.28745,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard Alvaro Obregon, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",884,202301,202412,616627.28,1716776.18,1448719.14380952,226164.066823146,-2.58244089229826,9.21197542199703,741003.696,1323101.32,1409528.73,1494311.88,1547196.72,1654611.78,1706808.048,490000,2.95656968124393,1
889,2,"BC","Hogar",133,10,14,26.07191,-98.27563,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Poza Rica, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",885,202301,202412,402784.97,1052771.6,872313.356666667,135220.14532569,-2.17181280513979,6.84027924964165,464275.886,765115.58,831374.08,903366.54,949365.64,985831.93,1043227.486,490000,1.78023134013605,1
891,2,"C","Hogar",113.17,12,6,25.97946,-98.06868,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Gasolinera 01, Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88900, México",88900,"Tamaulipas",887,202301,202412,2185.77,1402505.36,1001932.97142857,358471.369167896,-1.73773234890986,2.85812538327936,36231.15,611701.66,921790.54,1078304.83,1233084.63,1305132.61,1384259.9,490000,2.04476116618076,1
892,2,"C","Hogar",110,10,10,26.0774,-98.29348,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Insurgentes, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",888,202301,202412,601579.82,1537818.74,1264566.42904762,184398.116070799,-2.37165613424792,8.32604888538542,693339.54,1139573.43,1225092.99,1304901.29,1351872.14,1405397.32,1516923.988,490000,2.5807478143829,1
893,2,"BC","Hogar",124.68,10,11,26.08725,-98.30295,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Manuel Barragán, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",889,202301,202412,341773.82,870816.96,677447.084761905,103505.544123103,-1.4666702620325,5.01775278195935,389913.546,595658.09,638046.16,670457.66,734588.57,765693.72,851604.762,490000,1.38254507094266,1
953,2,"C","Hogar",98,10,10,26.08276,-98.28998,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Río Frío, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",949,202301,202412,681010.79,1677574.74,1356549.68761905,224133.989544625,-1.51232511338897,3.04618190621309,749825.498,1061943.48,1267638.62,1404299.43,1483895.1,1553340.63,1656244.208,490000,2.76846875024295,1
942,2,"C","Receso",130,12,9,25.9883,-98.11208,"Parada Técnica","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88950, México",88950,"Tamaulipas",938,202301,202412,654937.91,1544491.43,1267984.43666667,194558.831663755,-1.35518430454803,3.92764182903334,744181.216,1101750.25,1179408.58,1246310.6,1416562.4,1471042,1539999.098,516000,2.45733417958656,1
943,2,"C","Hogar",115,12,10,26.05403,-98.38253,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle del Valle, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",939,202301,202412,742704.7,1956719.89,1612793.91571429,256642.467117268,-2.01132623412327,6.01028302712169,854756.926,1373105.64,1518909.68,1678491.03,1740793.72,1851005.93,1939202.216,490000,3.29141615451895,1
944,2,"C","Hogar",120,10,10,25.99662,-98.06202,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle República Mexicana, Río Bravo, Tamaulipas, 88920, México",88920,"Tamaulipas",940,202301,202412,614890.38,1535394.39,1208092.93571429,194961.993976421,-1.30165584317812,3.42814604665646,679190.768,1016313.31,1153118.6,1241647.81,1314607.58,1406186.34,1518931.868,490000,2.46549578717201,1
945,2,"C","Hogar",130,12,14,25.98966,-98.08214,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Coahuila, Río Bravo, Tamaulipas, 88900, México",88900,"Tamaulipas",941,202301,202412,625641.82,1577014.52,1230619.46333333,216396.260944726,-1.03976829472789,1.82318269885952,686938.282,957870.06,1157572.05,1279449.46,1358719.4,1457445.44,1560955.686,490000,2.51146829251701,1
946,2,"C","Hogar",146,10,12,26.03574,-98.39134,"Hogar Reunión","UT_DENSIDAD","TRAIN","Circuito Hacienda del Pinto, Reynosa, Tamaulipas, 88730, México",88730,"Tamaulipas",942,202301,202412,508571.3,1645431.74,1193988.41047619,246020.122061186,-0.72668433600986,2.00311175317187,588909.454,943949.92,1078674.22,1229168.57,1303114.83,1479704.34,1623530.702,490000,2.43671104178814,1
947,2,"C","Hogar",112,10,11,26.0662,-98.267,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Espuelas del Ferrocarril, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",943,202301,202412,333674.12,784890.71,673640.783809524,101171.958985296,-1.95663332052163,5.62829635357071,380466.262,573158.15,652167.36,684692.45,730683.98,779220.84,784531.524,490000,1.37477710981535,1
948,2,"C","Hogar",117,11,11,26.05154,-98.41472,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Paseo de los Fresnos, Fracc. Loma Real, Reynosa, Tamaulipas, 88715, México",88715,"Tamaulipas",944,202301,202412,794989.11,1748629.61,1421334.92190476,231924.923440698,-0.937961736515981,1.39878767059488,853744.382,1104299.32,1308370.44,1458868.18,1553964.18,1722350.23,1747413.526,490000,2.90068351409135,1
949,2,"C","Receso",107,10,10,26.06029,-98.24792,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",945,202301,202412,332152.55,871845.26,696100.257142857,121771.010505974,-1.26216650549733,2.89980646702874,370534.394,580003.5,637978.32,715963.88,764378.63,819029.93,870895.206,516000,1.34903150609081,1
951,2,"C","Receso",130,12,6,26.08338,-98.30352,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Avenida Doctor José Zertuche Ibarra, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",947,202301,202412,528994.07,1254771.85,1033049.90142857,152459.11031364,-1.84442287168742,5.23420610574168,589004.7,933385.16,965943.87,1036880.52,1130311.57,1149950.21,1236694.038,516000,2.00203469269103,1
952,2,"C","Receso",130,10,10,26.04772,-98.30035,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Pemex, Avenida Rodolfo Garza Cantú, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",948,202301,202412,18315.62,1377641.03,984106.294285714,338474.579231002,-1.74817738427948,3.08764482987395,61403.816,551831.95,936538.12,1062540.07,1143072.13,1304861.91,1372024.778,516000,1.90718274086379,1
941,2,"C","Hogar",122,11,10,26.00379,-98.25312,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Everest, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",937,202301,202412,361609.79,1230334.35,964131.823333333,181177.609865954,-1.7448786618321,5.43979744506943,447184.276,834880.31,897271.66,988186.14,1064659.25,1105747.33,1224805.078,490000,1.96761596598639,1
954,2,"C","Hogar",116.25,0,10,26.06715,-98.32452,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Oriente Dos, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",950,202301,202412,223042.57,1569975.59,1120743.10952381,286476.013826495,-1.83825531452716,4.60804490918305,287713.332,968735.96,1092854.19,1156219.77,1293282.86,1336693.75,1526119.344,490000,2.28723083576288,1
955,2,"C","Hogar",117,11,12,26.00686,-98.06271,"Barrio Competido","UT_DENSIDAD","TRAIN","Calle Océano Atlántico, Río Bravo, Tamaulipas, 88923, México",88923,"Tamaulipas",951,202301,202412,696860.67,1628656.37,1286343.42142857,216304.13691079,-0.901763483475266,1.39827717972324,754156.274,1051254.99,1162583.96,1307571.86,1425518.63,1532707.59,1611114.402,490000,2.62519065597668,1
956,2,"C","Receso",121,10,10,25.98349,-98.08468,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Vicente Guerrero, Río Bravo, Tamaulipas, 88900, México",88900,"Tamaulipas",952,202301,202412,806890.99,2078840.51,1730788.17142857,274809.486271368,-1.98341458785624,5.74524474617158,918518.228,1496160.39,1680938.92,1764545.53,1924032.73,1993058.25,2064604.322,516000,3.35424064230343,1
957,2,"C","Hogar",145,10,13,26.03575,-98.3799,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Revolución, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",953,202301,202412,20463.88,1691224.86,1245219.90809524,449594.896390169,-1.6997963633337,2.49608159812699,61077.22,618301.41,1136259.93,1351192.01,1523200.62,1637568.87,1681588.954,490000,2.54126511856171,1
958,2,"CD","Receso",125,10,12,25.99809,-98.08917,"Parada Técnica","UT_DENSIDAD","TRAIN","Oxxo, Calle Almendro, Río Bravo, Tamaulipas, 88900, México",88900,"Tamaulipas",954,202301,202412,615638.29,1582487.61,1257456.39333333,222675.119105427,-1.00797007911947,2.13523685051753,693508.744,1017357.2,1152891.14,1277416.07,1422535.48,1495198.47,1579406.118,516000,2.43693099483204,1
959,2,"B","Receso",118,11,11,26.06102,-98.29517,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle 5 de febrero, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",955,202301,202412,296192.78,767949.61,595686.185714286,112938.551215673,-0.933831775998547,1.17904256257173,321835.45,451501.56,533382.33,600548.89,659281.33,725301.86,762933.154,516000,1.15443059246955,1
961,2,"C","Receso",109,11,10,26.23095,-98.66727,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Carretera Nuevo Laredo- Reynosa, La Cuchilla (Los Miranda), Valadeces, Gustavo Díaz Ordaz, Tamaulipas, México",NA,"Tamaulipas",957,202301,202412,603476.96,1484135.55,1201841.19238095,190870.232404427,-1.44546944797714,3.86437247556416,682275.304,999428.64,1127006.28,1241331.68,1315232.84,1373263.32,1479748.63,516000,2.3291495976375,1
962,2,"C","Hogar",136,10,12,26.02219,-98.27036,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Enrique Canseco, Reynosa, Tamaulipas, 88500, México",88500,"Tamaulipas",958,202301,202412,222275.69,921914.08,745492.178,183835.886652876,-1.92635939298405,3.41930600188992,242125.9647,531127.374,745681.0025,790534.58,844779.1925,888758.074,921174.8869,490000,1.52141260816327,1
