,TIENDA_ID,min_mes,max_mes,min,max,prom,desvstd,skewness,kurtosis,q1,q10,q25,q50,q75,q90,q99,ENTORNO_DES,Meta_venta,ratio
255,256,202301,202412,332369.14,1001045.79,723684.7890476191,143119.88921055273,-0.774568025961911,1.831681393711213,374572.04000000004,551213.23,666692.35,737908.02,804224.72,884249.21,978054.0920000002,Hogar,490000,1.4769077327502431
256,257,202301,202412,536116.7,1506907.22,1165667.2171428571,201016.42799054185,-1.3473530786273655,3.888057584054525,626362.128,992575.13,1100495.69,1199451.34,1308707.92,1365147.52,1480216.658,Hogar,490000,2.3789126880466474
257,258,202301,202412,882057.41,2315272.55,1845723.4561904762,294402.79570455174,-1.6358026032198536,5.007697394713263,1014321.328,1586321.36,1736677.68,1867306.11,2057730.05,2100576.53,2282744.418,Hogar,490000,3.766782563654033
258,259,202301,202412,169758.56,884149.11,627209.910952381,154245.63484200148,-1.1879605376527824,2.9379608566866557,213790.476,527782.15,560023.23,628396.3,726979.01,787944.08,868226.302,Base,480000,1.3066873144841271
260,261,202301,202412,785985.79,2335734.91,1777708.4052380952,321926.6843937604,-1.300616113306217,3.688193283835711,905130.318,1463450.05,1700149.78,1806402.13,1911699.45,2128624.37,2296123.0260000005,Base,480000,3.703559177579365
261,262,202301,202412,720365.08,1545944.53,1250334.3866666667,240481.34360235007,-0.6580153430504598,-0.6175109957677103,756695.574,921173.58,1030816.53,1341462.69,1415001.34,1522301.04,1542632.352,Receso,516000,2.4231286563307495
262,263,202301,202412,385568.42,1178322.41,941785.1790476191,156180.00540000742,-2.1673497509636186,7.962597885883499,474756.516,848583.73,888580.0,948049.34,1028900.02,1061629.35,1169890.5219999999,Hogar,490000,1.922010569484937
263,264,202301,202412,350838.88,1047243.93,791868.0780952381,158526.86135428594,-0.7280118000446489,1.83985460273755,405941.164,641209.73,728077.06,780202.4,878048.5,974361.77,1045570.2000000001,Base,480000,1.6497251626984126
264,265,202301,202412,256211.47,771003.8,636418.1057142857,112820.17816552878,-1.8930814153162119,5.695324257010071,311266.832,553228.92,584209.35,658976.33,697006.59,745674.38,769963.898,Hogar,490000,1.2988124606413995
265,266,202301,202412,242154.24,680951.85,560694.4933333333,90441.75400636336,-2.148485641283632,7.418300549902591,289691.346,507992.22,537510.91,572000.3,604987.82,645686.76,679815.938,Receso,516000,1.0866172351421188
266,267,202301,202412,430833.43,1180220.53,932207.2819047618,149751.7294380558,-1.7255425973441187,5.774888114804453,501550.8,822958.14,881928.47,941792.82,1018178.77,1078344.54,1162939.0820000002,Base,480000,1.9420985039682537
267,268,202301,202412,682016.67,1769852.41,1343805.5966666667,266479.28913102613,-0.7302769620107455,0.5229753298469251,734549.41,947146.23,1225733.05,1327472.34,1559868.94,1578897.13,1750247.666,Base,480000,2.7995949930555555
268,269,202301,202412,8689.75,739984.29,526900.2266666667,166480.8039266037,-1.7959413338447225,4.111997129231922,48552.354,413624.66,477858.59,565836.3,637824.52,670062.28,727324.528,Base,480000,1.0977088055555555
270,271,202301,202412,723872.71,2013820.45,1512047.7004761905,257491.560040913,-1.0412855267214178,3.8326651877374647,833211.8319999999,1291124.7,1423204.03,1529831.37,1630428.39,1804146.48,1979706.208,Hogar,490000,3.085811633624879
271,272,202301,202412,585550.61,1917060.92,1518323.9771428572,271818.6879136879,-1.999837699834447,6.500952031164539,718683.918,1299028.43,1452685.79,1571214.27,1647104.96,1720858.81,1905563.9,Hogar,490000,3.098620361516035
272,273,202301,202412,585112.8,1518146.47,1218588.0238095238,207612.78532074433,-1.3590717263938945,3.2167710127064315,659678.5580000001,1011539.88,1150560.43,1239952.71,1360094.91,1389499.92,1512804.064,Base,480000,2.5387250496031744
273,274,202301,202412,33291.6,1216286.89,897579.0214285714,284933.69807422074,-1.771569038375386,3.420608557895434,111072.47200000001,450140.1,843870.38,981333.87,1078346.72,1161875.19,1208456.624,Receso,516000,1.739494227574751
274,275,202301,202412,121380.24,1519884.56,859411.3780952381,431061.7701486077,-0.07341962771865904,-1.2343100544736583,155924.918,323220.52,439180.36,854536.6,1156174.76,1418670.59,1514553.766,Hogar,490000,1.753900771622935
275,276,202301,202412,585110.53,1762591.1,1432982.358095238,249587.13897885632,-1.996357675524777,6.096102483822689,696961.0920000001,1185867.08,1377529.2,1473195.13,1583637.57,1658369.17,1753539.672,Receso,516000,2.7770975932078255
276,277,202301,202412,372315.11,1113251.95,866267.217142857,174179.1826944249,-0.9681814919312208,1.7309342789517124,433554.706,707592.59,766396.28,868720.37,1004715.71,1060259.36,1105811.936,Receso,516000,1.6788124363233663
277,278,202301,202412,531831.09,1591413.97,1144333.0847619048,230277.30363543646,-0.6630493776463712,1.3739132301887316,597786.716,892014.98,992512.51,1140392.46,1296766.69,1350057.2,1552615.3920000002,Hogar,490000,2.335373642371234
278,279,202301,202412,577987.42,1819712.9,1141309.0261904763,269473.9742687703,0.4824669903294669,1.2071350139914174,629335.7540000001,883973.44,961466.62,1119267.67,1289419.05,1443077.81,1763917.888,Hogar,490000,2.329202094266278
280,281,202301,202412,858253.79,2255244.04,1781733.5138095238,278617.0911509684,-1.7747923336069154,5.501902089826553,979815.88,1516148.59,1706166.25,1870504.36,1923095.04,1953779.1,2217558.006,Hogar,490000,3.6361908445092324
281,282,202301,202412,522361.62,1575246.83,1199330.6714285715,232095.08337560666,-1.0527286143125487,2.268413147071708,613558.974,987860.26,1038209.18,1227768.82,1370551.66,1408821.99,1550374.3960000002,Receso,516000,2.324284246954596
282,283,202301,202412,448006.26,1259410.62,898237.8780952381,174944.6299960662,-0.7168870770110689,1.6785396741968612,475089.596,713095.13,845315.49,911362.25,1016744.27,1062101.24,1221963.7120000003,Hogar,490000,1.8331385267249758
283,284,202301,202412,1054997.15,3498579.09,2574755.2747619045,622879.2230645369,-0.4739348639527151,0.06776629350288532,1214179.75,1964209.56,2150738.71,2551716.55,2977820.89,3342613.11,3468202.472,Receso,516000,4.989835803802141
284,285,202301,202412,990245.16,2426458.27,2078949.0528571429,302667.95758449874,-2.4443902417105425,8.141668240887796,1149818.27,1844247.46,1997866.26,2170196.18,2223420.75,2330597.85,2415153.312,Hogar,490000,4.24275316909621
285,286,202301,202412,509682.57,1332543.63,921294.6719047619,190757.2678409673,0.20013989269791882,0.3418079393494149,548425.518,738141.21,794276.99,910639.98,1001152.63,1159503.41,1311559.448,Receso,516000,1.7854547905131044
286,287,202301,202412,1058931.68,2725043.79,2245922.3876190474,357720.89171402686,-1.7947108088518153,5.262845760123463,1230163.89,1936474.08,2103270.88,2305276.8,2439291.63,2586820.63,2708807.662,Base,480000,4.679004974206348
287,288,202301,202412,402114.42,988856.41,827004.6514285714,135572.95755988528,-1.5487577728818758,3.631510157770442,456585.02999999997,682277.48,768049.39,865952.3,933536.34,964047.05,985115.648,Base,480000,1.7229263571428572
288,289,202301,202412,350858.68,910668.05,701430.5838095238,128236.97612984531,-1.2454904940569078,1.8333541038536887,376808.334,511363.34,680255.64,725293.82,786527.07,799529.65,890473.1920000002,Hogar,490000,1.4314909873663753
290,291,202301,202412,602663.23,1540683.33,1310242.5538095238,204856.1657819719,-2.0094690927175796,6.541308638693284,713175.25,1180697.6,1228814.8,1302572.06,1457661.03,1511570.06,1539714.982,Hogar,490000,2.6739643955296404
291,292,202301,202412,520276.33,1718084.42,1375956.9814285715,251615.12239767256,-1.9442151147186173,6.091185105432524,643441.186,1171295.6,1309211.57,1406907.85,1481765.0,1631401.56,1701309.08,Hogar,490000,2.8080754723032073
292,293,202301,202412,452167.96,1509404.4,1136893.2923809525,244095.79124757426,-0.8236574375016557,1.6720023149999483,541081.522,929369.76,1008861.4,1160679.44,1284390.04,1421729.97,1493783.4479999999,Base,480000,2.368527692460318
293,294,202301,202412,443552.27,1232954.78,1004036.6833333333,159725.45022789642,-2.198877321436741,7.245501541371688,523266.81,872076.84,947316.09,1033349.88,1094101.71,1136590.32,1214782.1700000002,Hogar,490000,2.049054455782313
294,295,202301,202412,900672.57,2115574.53,1675067.9352380952,241501.03214654978,-1.529677900391035,4.751053359653358,995268.35,1429427.6,1613285.08,1686550.97,1799043.94,1881162.73,2068810.418,Receso,516000,3.246255688445921
295,296,202301,202412,639718.08,1549094.81,1286958.8671428573,180506.16011529847,-2.337743904895726,8.139905916903265,734343.196,1164227.12,1236952.04,1314359.25,1391910.85,1439540.17,1527637.5000000002,Hogar,490000,2.626446667638484
296,297,202301,202412,289326.44,919559.1,711157.6752380952,125548.40485814124,-1.6666006105297249,5.979391772384691,356506.28,630863.79,650103.44,704565.29,793332.25,798060.5,913342.474,Hogar,490000,1.4513421943634597
297,298,202301,202412,496853.03,1539033.53,942234.2338095239,241673.7474293884,0.5243556734747856,0.6783867856120396,523605.93200000003,650420.04,787502.8,943863.71,1069616.88,1227505.27,1490377.8760000002,Peatonal,420000,2.243414842403628
298,299,202301,202412,362947.87,1105959.95,881021.7323809523,166164.08177521944,-1.4462678993876417,3.70573344289429,425156.284,745592.84,835812.28,904957.63,961718.81,1065754.89,1104651.57,Hogar,490000,1.7980035354713313
300,301,202301,202412,630381.95,1577473.93,1313046.4885714285,210015.80404363142,-1.75847689296122,4.69658485614044,710525.584,1142887.28,1239499.2,1341509.75,1439064.13,1516371.27,1568761.622,Hogar,490000,2.679686711370262
301,302,202301,202412,670636.51,1721697.94,1262184.2247619047,211793.35229844452,-0.6934621235854106,2.5136819488701927,737579.362,1045723.68,1134570.92,1308139.87,1379725.71,1461248.87,1671150.9800000002,Base,480000,2.629550468253968
302,303,202301,202412,524216.48,1385132.1,1099777.541904762,182760.42491692203,-1.40883681991064,3.9979701490993818,598330.138,934503.11,1030541.09,1113758.15,1229194.11,1278316.33,1372394.8900000001,Base,480000,2.2912032123015873
303,304,202301,202412,377279.3,1190979.27,800307.1366666667,174447.73344578978,-0.08578921012264196,1.0738283501171684,425952.372,622946.83,697574.44,791614.38,903903.16,993679.01,1156298.364,Base,480000,1.6673065347222222
304,305,202301,202412,451408.78,1259498.86,1011950.1014285714,184478.1639971723,-1.180598505483775,2.991576688266902,530032.106,883617.26,913447.67,966790.77,1171293.27,1192632.32,1258487.9600000002,Base,480000,2.1082293779761905
305,306,202301,202412,340194.79,978289.5,800833.4976190475,131444.7929442494,-2.0980992354218952,7.187656607632881,409500.404,716988.67,766646.27,802992.94,879692.93,925603.06,969659.914,Base,480000,1.6684031200396823
306,307,202301,202412,577043.62,1527245.25,1212867.55,196652.23093339006,-1.6248119445821867,4.654017337417901,658167.578,1060081.55,1147703.66,1245201.29,1355671.67,1374522.76,1499201.8220000002,Hogar,490000,2.4752398979591836
307,308,202301,202412,542482.4,3576804.47,2594355.5957142855,642013.175087927,-1.9766168151636316,5.189767284654176,690186.658,2327617.82,2543032.24,2659086.7,2994386.9,3060903.43,3488899.7740000007,Hogar,490000,5.294603256559767
308,309,202301,202412,783826.76,1840570.49,1615651.8076190476,220977.17127975143,-2.7777366940613475,10.26752989197717,926329.402,1502477.84,1555436.15,1650555.66,1768978.75,1783204.93,1834803.25,Receso,516000,3.1311081543004797
310,311,202301,202412,562840.32,1802515.19,1288125.2171428571,289566.82728324825,-0.49029648873267806,0.5331580929414383,640830.492,988531.31,1138452.97,1315808.09,1507916.71,1620912.36,1767563.422,Receso,516000,2.496366699889258
311,312,202301,202412,669519.72,1984043.29,1617001.2757142857,289680.6768687561,-1.7270238067560326,4.860235502048086,796811.324,1316119.52,1486971.01,1646407.09,1795345.4,1930848.13,1977224.112,Hogar,490000,3.3000026034985424
312,313,202301,202412,374741.45,915103.13,735992.9157142857,141239.13152941578,-0.5878024609321356,0.4928372549923341,411390.936,597995.59,649520.82,736298.06,860801.84,913972.3,915004.154,Hogar,490000,1.502026358600583
313,314,202301,202412,577735.63,1579687.38,1260591.9147619049,198532.8059805692,-1.9559726733132683,6.6067028204483105,676249.572,1130110.61,1188924.09,1294388.86,1392816.11,1429889.95,1551055.3,Base,480000,2.6262331557539684
314,315,202301,202412,516602.12,1360201.11,1128428.3038095238,176856.17177552724,-2.047092866448863,6.703520956147708,609125.938,979585.6,1091419.69,1152737.16,1226149.75,1308748.6,1351854.212,Hogar,490000,2.302914905733722
315,316,202301,202412,823834.76,2231681.58,1771667.3099999998,277820.27005389344,-1.847809977927415,6.446611231550426,966611.968,1538215.89,1680615.84,1794782.42,1906116.13,1977544.38,2209321.088,Base,480000,3.6909735624999995
316,317,202301,202412,630233.56,1643660.66,1257902.5157142857,220260.76665667346,-1.0206382023109795,2.186395915046463,699223.06,983804.95,1178594.58,1286124.24,1410488.29,1470419.15,1614205.692,Hogar,490000,2.5671479912536443
317,318,202301,202412,479884.58,1488407.91,1011376.0,268942.2385741942,-0.3206998871261812,-0.4793315350232463,502914.756,625242.19,826569.29,1053555.61,1182870.05,1240716.99,1475132.896,Hogar,490000,2.0640326530612243
318,319,202301,202412,876694.57,2228626.71,1742589.459047619,274105.0762312114,-1.4563332144185954,4.191149355210953,996343.9299999999,1480597.35,1654605.29,1783082.7,1929399.19,1962726.56,2177104.072,Hogar,490000,3.5563050184645286
320,321,202301,202412,192454.71,1309378.65,864469.1138095239,256265.46633265552,-0.7795796350050233,1.049123440069836,252932.25,552481.01,729963.39,914280.98,1043854.07,1130486.93,1274451.942,Hogar,490000,1.7642226812439263
321,322,202301,202412,336037.45,1094093.5,796464.0785714285,138963.1783242546,-1.399533339505555,6.189252769981126,410793.106,711951.62,739448.73,791015.9,865038.69,913657.74,1060107.8580000002,Base,480000,1.659300163690476
322,323,202301,202412,702917.46,1897514.85,1488897.607142857,235575.22344572036,-1.7178856724892428,5.710051372661571,817692.084,1288041.63,1411203.48,1532558.48,1604781.59,1700403.96,1859312.218,Hogar,490000,3.038566545189504
323,324,202301,202412,511545.66,1454175.51,1177755.5257142857,197458.1110799406,-1.8575482256454297,5.914043610350626,606112.744,1005002.39,1122188.23,1210371.41,1282146.78,1359770.76,1451735.126,Hogar,490000,2.4035827055393586
324,325,202301,202412,599457.96,2138442.81,1522253.6723809524,336425.2916406557,-0.6031814963655769,1.7153914469873182,718902.23,1230302.31,1356790.64,1496014.48,1735967.45,1886269.67,2111718.7580000004,Hogar,490000,3.1066401477162295
325,326,202301,202412,230306.55,1550669.44,1160181.0685714285,319009.03796008014,-2.167981462937741,4.676411476179942,250366.114,980369.13,1112032.05,1253953.83,1303704.39,1372183.39,1519755.9640000002,Hogar,490000,2.367716466472303
326,327,202301,202412,571599.75,1736534.13,1336385.6947619047,262898.97828566906,-1.074126886174734,2.4059502392982863,660765.1,1025593.31,1218371.81,1360073.14,1483356.12,1649657.24,1724829.668,Hogar,490000,2.7273177444120504
327,328,202301,202412,266202.61,983973.37,717147.1685714285,170670.9114897329,-0.7692144414676593,0.9864863130583177,310899.902,542553.27,618594.15,744274.93,851389.76,896474.62,974831.12,Receso,516000,1.3898200941306753
328,329,202301,202412,427716.96,1033760.09,882771.3285714285,134991.10051329088,-1.9594527624856226,5.669266567619408,492968.79000000004,765850.13,829728.16,911744.64,965561.08,1013492.8,1029899.348,Receso,516000,1.7107971483942415
330,331,202301,202412,513062.79,1560993.33,1238487.0880952382,218505.0830998686,-1.6858067210256344,5.329585677973988,626717.838,1100889.97,1128096.52,1243279.32,1383968.8,1422188.56,1550403.074,Receso,516000,2.4001687753783685
331,332,202301,202412,458198.39,1197073.44,764151.700952381,199337.96237358276,0.2479848783527018,-0.3954511748941498,459555.788,480603.38,600621.11,743390.27,892067.91,978605.63,1167753.0420000001,Receso,516000,1.4809141491325213
332,333,202301,202412,776340.98,2041384.5,1718628.089047619,255846.73360661117,-2.528589419795864,9.26902030351336,931494.872,1553122.7,1658263.63,1709668.74,1868576.86,1934123.66,2022601.468,Hogar,490000,3.5074042633624876
333,334,202301,202412,691026.23,2383337.64,1767816.3990476192,386136.9437323602,-0.7962679448901195,1.7435497526308485,827443.77,1410252.34,1551323.08,1803632.81,1961905.99,2268352.94,2362613.6180000002,Receso,516000,3.426000773348099
334,335,202301,202412,405422.7,1487470.3,1138183.521904762,260441.43292982632,-0.9301983679744903,1.635512213365097,499050.786,874536.55,1012026.53,1147019.04,1335272.41,1460103.46,1485266.384,Hogar,490000,2.322823514091351
335,336,202301,202412,689538.82,1824550.81,1421531.2142857143,229649.75097488466,-1.450834668023243,4.4505940992497806,787625.742,1207584.01,1344193.48,1447258.13,1554284.5,1591905.35,1798841.924,Base,480000,2.961523363095238
336,337,202301,202412,692751.63,1863280.75,1411253.9023809524,229779.7871382892,-1.311647303204924,4.316000603404598,782586.788,1159597.9,1342560.01,1451643.72,1548203.58,1611128.77,1812949.3960000002,Hogar,490000,2.8801100048590866
337,338,202301,202412,48939.79,1268792.07,886538.8852380952,316470.2021382507,-1.8244273350327382,3.190811779439746,53938.986000000004,495927.92,881840.62,935214.17,1042471.36,1135828.29,1260363.84,Hogar,490000,1.8092630310981535
338,339,202301,202412,665499.17,1769368.83,1451644.5780952382,237084.36549317802,-1.9012786252818166,5.352037200641702,763877.8640000001,1175560.31,1400618.09,1483649.75,1593065.15,1671629.77,1754303.4540000001,Peatonal,420000,3.456296614512472
340,341,202301,202412,74383.36,1689449.68,1187524.6895238096,391001.01745871163,-1.9140576552289585,3.540231259412257,111033.69399999999,687089.84,1187014.29,1251428.33,1406040.34,1455312.59,1656953.83,Base,480000,2.47400976984127
341,342,202301,202412,4830.38,1421865.92,1075872.66,339251.1822707932,-2.0398470322539994,4.36480549615043,105386.65800000001,534345.84,1058809.72,1177216.36,1235061.89,1346748.2,1417967.0219999999,Hogar,490000,2.1956584897959184
342,343,202301,202412,557801.12,1513591.4,1203359.2766666666,197401.72580132645,-1.5308651418333232,5.148778049770966,647063.264,1062213.9,1150800.48,1223567.14,1299600.43,1410996.67,1509384.298,Hogar,490000,2.4558352585034013
343,344,202301,202412,408744.54,1124563.93,939972.9914285714,158144.96931622687,-1.9247647565861528,5.592254662248864,483712.464,800590.66,871549.87,973385.19,1049753.99,1096062.58,1122173.382,Hogar,490000,1.9183122274052478
344,345,202301,202412,915639.3,2538019.47,1959992.2623809522,330222.45057099045,-1.4191876038382765,4.29908432607807,1053238.5860000001,1617235.23,1904600.86,2001793.68,2079903.87,2284679.14,2489098.1960000005,Hogar,490000,3.999984208940719
345,346,202301,202412,154920.85,2077325.17,1382449.3142857144,490023.3947437167,-1.4860254292847952,2.176194460332899,160113.288,776796.63,1264641.18,1542467.86,1648583.08,1820016.07,2034152.3420000002,Hogar,490000,2.8213251311953353
346,347,202301,202412,4664.9,1200831.22,715183.2595238095,272428.9198976548,-0.931192650976066,1.6840657365713194,50739.560000000005,290944.24,683528.67,706513.88,866226.05,1016291.48,1174400.168,Hogar,490000,1.4595576724975705
347,348,202301,202412,564238.72,1815058.13,1410409.6809523809,268903.9229515511,-1.3623152175247184,3.87323045553554,684436.2559999999,1224427.76,1283316.3,1373667.56,1594134.04,1674092.72,1802920.042,Hogar,490000,2.878387103984451
348,349,202301,202412,810788.17,2115054.36,1709932.2247619047,257497.60822569078,-1.9969404940983533,7.250882694077037,951079.676,1536988.45,1638226.41,1728556.1,1795800.98,1975743.16,2097595.75,Base,480000,3.5623588015873016
350,351,202301,202412,405130.39,1059680.37,879341.0128571428,149087.20576829434,-1.7000780532957533,4.172803978598662,455795.444,739392.02,836545.8,877697.84,987748.59,1011086.39,1057194.762,Base,480000,1.8319604434523808
351,352,202301,202412,315604.65,1512594.11,1135441.1861904762,247487.44971119548,-1.5977112583551236,5.483598788475815,441630.282,954429.91,1030304.58,1117270.77,1245538.11,1393790.73,1510691.074,Base,480000,2.3655024712301587
352,353,202301,202412,60529.04,2032321.06,1361363.5076190475,510159.52464847313,-1.647888435594353,2.4709992833230587,66984.276,675869.87,1255945.52,1510224.49,1686593.63,1746375.32,1990400.7740000002,Hogar,490000,2.778292872691934
353,354,202301,202412,489224.58,1467101.38,1187819.0647619048,218189.7011078616,-1.4643097726272778,4.251346776705535,592288.436,1040865.9,1075743.53,1206715.21,1335304.62,1443413.14,1465813.2899999998,Base,480000,2.474623051587302
354,355,202301,202412,29033.99,1711314.44,1179754.54,369908.5579529496,-1.8856339132759976,4.18420860814296,124258.76400000001,664546.06,1148731.09,1241938.65,1382066.37,1451989.75,1659574.3140000002,Hogar,490000,2.4076623265306125
355,356,202301,202412,641202.87,1492802.41,1272193.3099999998,186034.7334667254,-1.9743768462663382,5.907396184164554,731483.536,1114928.3,1191448.05,1294806.47,1379141.27,1456184.01,1491400.93,Hogar,490000,2.59631287755102
356,357,202301,202412,370414.66,1315513.85,1011428.4519047618,208477.1412281822,-1.2355538424071406,3.4638346424407334,448267.772,884158.3,928893.0,984127.64,1182526.18,1220375.92,1313214.208,Hogar,490000,2.06413969776482
357,358,202301,202412,260238.36,936276.77,732835.4895238095,169911.2115933669,-1.5177422806792324,2.8439785677242964,277047.398,637255.07,688825.05,744643.93,838223.84,922537.1,933892.838,Base,480000,1.5267406031746031
358,359,202301,202412,445103.72,1313147.0,944201.949047619,191452.6419788854,-0.6524336959374727,1.2946524058735904,491305.152,697861.91,877544.68,990399.15,1092385.64,1120662.06,1284329.878,Hogar,490000,1.9269427531584062
360,361,202301,202412,285566.94,1246759.88,918118.8414285714,208538.55223949332,-1.2736104250254352,3.108734332185422,367921.802,723885.69,787214.19,953242.21,1043194.81,1119768.31,1231996.196,Hogar,490000,1.8737119212827988
361,362,202301,202412,516013.41,1467012.19,1060363.5923809526,205762.83328587175,-0.5763795606649277,1.4942789075042753,568917.7019999999,850091.85,963455.59,1074692.09,1177267.1,1289739.78,1439089.06,Base,480000,2.209090817460318
362,363,202301,202412,505369.19,1467702.79,1008417.1390476192,235804.70590478246,-0.3403639479954742,0.1403411349733963,531357.386,642202.58,912087.07,1008179.1,1149534.98,1240920.51,1442332.982,Hogar,490000,2.057994161321672
363,364,202301,202412,2474.06,2126572.8,1545785.4723809524,474912.52956559666,-1.8395422227276288,4.885000639168917,163527.32,1103225.23,1486260.87,1604417.01,1753322.52,2055080.11,2112461.498,Hogar,490000,3.1546642293488825
364,365,202301,202412,600620.99,1570466.34,1287667.0552380953,212649.83987869468,-1.5556350210194836,4.540162929030441,692381.202,1168612.65,1182949.95,1289043.32,1459726.39,1495250.33,1568630.642,Base,480000,2.682639698412699
365,366,202301,202412,420136.66,1162072.7,876869.9295238095,180922.76965053202,-1.4099324708019618,2.033673120306726,427343.80199999997,618660.06,853572.63,934336.04,959839.46,1018696.21,1141451.1840000001,Hogar,490000,1.7895304684159377
366,367,202301,202412,0.0,2481802.37,1781313.4247619049,607028.5601321101,-1.8091756310613192,3.095294101357536,109578.38400000002,983076.31,1737288.29,1965523.26,2141494.31,2231296.21,2440901.5140000004,Receso,516000,3.452157799926172
367,368,202301,202412,505516.26,1426576.29,1039486.9566666667,203048.441470185,-0.7154141038766073,1.287617911151068,558045.436,772634.85,939922.54,1068209.19,1166216.09,1232722.49,1389750.9300000002,Hogar,490000,2.1214019523809524
368,369,202301,202412,557390.11,1519541.43,1199922.1252380952,217854.92928372562,-1.0344981988247512,2.642318361819924,640647.24,973692.06,1121589.42,1194250.4,1354739.71,1484961.49,1516047.312,Hogar,490000,2.4488206637512144
370,371,202301,202412,479321.54,1644363.05,1232476.6219047618,251946.24176021948,-1.0040109857317323,2.8594427159861016,593169.428,1055136.26,1087154.63,1240732.18,1411100.13,1531931.55,1623454.316,Peatonal,420000,2.93446814739229
371,372,202301,202412,577891.3,1981635.91,1511263.1742857143,279695.3630133355,-1.7229183997167514,5.667381744870317,711624.5140000001,1280755.17,1418498.95,1512646.37,1668813.08,1743306.1,1945002.872,Hogar,490000,3.0842105597667637
372,373,202301,202412,470770.26,1362624.03,1048103.1604761905,238159.91975506637,-1.000175648288252,0.9500436162432977,483602.948,845040.13,930796.26,1083560.58,1220476.0,1327423.21,1358010.176,Hogar,490000,2.1389860417881437
373,374,202301,202412,790079.82,2156222.1,1772004.6004761904,326415.0072816992,-1.2409454488795524,2.7297042997245007,923237.242,1465492.47,1591369.55,1777761.0,2085067.09,2135838.85,2153172.092,Base,480000,3.6916762509920633
374,375,202301,202412,503880.98,1588738.57,1189354.3638095239,221075.8381575992,-1.276487365500605,3.7878138857688346,597896.81,976449.69,1094475.27,1241541.75,1312336.27,1401046.32,1555840.6260000002,Base,480000,2.4778215912698416
375,376,202301,202412,275364.63,860472.78,624067.9961904762,149952.98580668253,-0.5801507489709099,0.496947279762185,295927.574,379845.86,563303.88,630566.57,715211.28,808451.01,859813.332,Hogar,490000,1.273608155490768
376,377,202301,202412,413140.82,1269827.84,958816.3819047619,183890.58904480594,-1.0331729997027574,2.89878656935212,483761.46,773829.1,879310.91,978900.22,1065469.14,1125918.36,1262682.0580000002,Base,480000,1.997534128968254
377,378,202301,202412,602234.16,1727129.46,1381867.7642857144,236265.72433867428,-1.6754364356191804,5.195465006750975,716669.6440000001,1184936.31,1298576.77,1423330.45,1498614.39,1591946.5,1718196.74,Hogar,490000,2.8201382944606417
378,379,202301,202412,356216.9,1116117.8,912510.5285714286,167133.48662070278,-1.804786070203934,5.353628514667955,429697.212,818832.63,851523.46,910526.29,1017636.46,1098154.1,1113471.33,Hogar,490000,1.8622663848396501
380,381,202301,202412,386124.99,951009.94,802681.3052380952,129563.3926384233,-1.7161047257095952,4.373579161327376,434866.526,680407.87,753954.74,814498.44,888885.1,924081.76,949924.61,Base,480000,1.6722527192460317
381,382,202301,202412,259900.72,869186.99,617415.0447619047,132308.53746938784,-0.6172671627820765,1.5520637780814313,303584.324,478906.01,551018.3,628962.7,706393.12,766863.67,850710.8700000001,Hogar,490000,1.2600307035957239
382,383,202301,202412,93719.02,1567172.27,1028554.8961904763,368184.78636397026,-1.492613919030048,2.4503253704908485,100567.888,538436.79,1001639.11,1094433.44,1160540.9,1371921.55,1542024.9300000002,Hogar,490000,2.099091624878523
383,384,202301,202412,575667.95,1801044.0,1263847.5357142857,246129.00904164673,-0.41746780114991766,2.7920672646119127,671852.788,1075448.26,1118196.71,1274897.0,1333366.87,1536590.06,1771186.628,Hogar,490000,2.579280685131195
384,385,202301,202412,34036.26,1741469.98,1254666.559047619,435372.82079876756,-1.3410494391373127,1.8120132935356401,134606.81600000002,658200.49,1041533.9,1354375.86,1556460.88,1680294.81,1739325.734,Hogar,490000,2.5605439980563656
385,386,202301,202412,289464.01,971214.39,748311.8361904762,139208.44936934393,-1.7836755826806014,5.203378347486257,350441.958,620876.39,704339.66,776057.29,828092.09,864002.01,951480.4060000001,Hogar,490000,1.527167012633625
386,387,202301,202412,378397.58,1676781.7,1160170.6947619047,282247.4309271649,-0.8954001884764218,2.0584077075147404,446386.63,909706.09,1045839.98,1227773.5,1319959.77,1353108.75,1655291.428,Hogar,490000,2.3676952954324584
387,388,202301,202412,3904.41,1076947.64,759868.3433333334,243137.08561175372,-1.492120672843671,3.678352695649196,85731.05600000001,562704.62,676882.56,808841.43,886365.87,1020380.46,1076109.682,Hogar,490000,1.5507517210884354
388,389,202301,202412,703458.72,1723180.09,1368920.9957142856,235751.02123974432,-1.0250531270474896,1.9909815976677714,767283.068,1132318.0,1250678.49,1397941.57,1516687.73,1639719.83,1719256.5420000001,Base,480000,2.8519187410714286
390,391,202301,202412,8.64,1299721.34,903713.7942857143,348192.7400444037,-1.3893021639137932,1.3647581710189658,37176.706,476532.52,796566.37,1012127.46,1130698.72,1215733.26,1288688.942,Base,480000,1.8827370714285714
391,392,202301,202412,603930.01,1641437.62,1176077.968095238,224841.3851629424,-0.43212404744086885,1.3428905085488876,657456.81,897161.11,1095600.79,1183035.38,1301579.88,1419134.73,1604555.6100000003,Receso,516000,2.2792208684016244
392,393,202301,202412,524419.57,1617161.57,1144390.5723809523,265269.22904724313,-0.40369120024856353,0.1595651908934168,577701.414,819231.43,1012802.79,1176820.2,1301978.41,1493247.66,1594178.8220000002,Hogar,490000,2.33549096404276
