"TIENDA_ID","PLAZA_CVE","NIVELSOCIOECONOMICO_DES","ENTORNO_DES","MTS2VENTAS_NUM","PUERTASREFRIG_NUM","CAJONESESTACIONAMIENTO_NUM","LATITUD_NUM","LONGITUD_NUM","SEGMENTO_MAESTRO_DESC","LID_UBICACION_TIENDA","DATASET","direccion","codigo_postal","estado"
587,1,"C","Hogar",91.25,13,0,25.72789,-100.1931,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle México, Eduardo Caballero, Guadalupe, Nuevo León, 66634, México","66634","Nuevo León"
346,1,"C","Hogar",90,10,4,25.74205,-100.19846,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Cerrada Coapexco, Valle de Huinala II, Apodaca, Nuevo León, 66634, México","66634","Nuevo León"
322,1,"C","Base",100,10,9,25.65836,-100.22371,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Profesor Eloy Cavazos, Rafael Ramirez, Guadalupe, Nuevo León, 67182, México","67182","Nuevo León"
321,1,"C","Hogar",102,10,9,25.70853,-100.15266,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Orquídea, Hacienda Las Margaritas, Apodaca, Nuevo León, 66647, México","66647","Nuevo León"
591,1,"C","Hogar",86.41,13,0,25.65561,-100.22113,"Hogar Reunión","UT_DENSIDAD","TRAIN","Cerro de la Silla, Almaguer, Guadalupe, Nuevo León, 67182, México","67182","Nuevo León"
302,1,"CD","Base",130,13,13,25.67635,-100.26692,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN","Calle Guadalupe, Centro, Guadalupe, Nuevo León, 64590, México","64590","Nuevo León"
633,1,"C","Hogar",103.05,12,0,25.72512,-100.18482,"Hogar Reunión","UT_DENSIDAD","TRAIN","Miguel Auza, Cañada Blanca, Guadalupe, Nuevo León, 67112, México","67112","Nuevo León"
616,1,"C","Hogar",96.93,12,0,25.70758,-100.16037,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Orquídea, Los Pinceles, Apodaca, Nuevo León, 66647, México","66647","Nuevo León"
306,1,"C","Base",182,13,4,25.67946,-100.2584,"Oficinistas","UT_DENSIDAD","TRAIN","Oxxo, General Ignacio Zaragoza, Centro, Guadalupe, Nuevo León, 64590, México","64590","Nuevo León"
307,1,"C","Hogar",114,13,9,25.66859,-100.26665,"Hogar Reunión","UT_DENSIDAD","TRAIN","1000, Calle Cuauhtémoc, Polanco, Guadalupe, Nuevo León, 64590, México","64590","Nuevo León"
593,1,"C","Hogar",111.14,13,0,25.74583,-100.16589,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Padre Mier, Centro de Huinalá, Apodaca, Nuevo León, 66645, México","66645","Nuevo León"
509,1,"C","Base",115.72,13,7,25.66655,-100.21398,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Gullermo Prieto, Guadalupe Victoria, Guadalupe, Nuevo León, 67180, México","67180","Nuevo León"
611,1,"C","Base",115.66,13,0,25.68666,-100.23036,"Barrio Competido","UT_DENSIDAD","TRAIN","Fuerte Guadalupe, Ignacio Zaragoza, Guadalupe, Nuevo León, 67150, México","67150","Nuevo León"
318,1,"C","Hogar",107,10,8,25.74066,-100.16799,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida los Prados, Apodaca, Nuevo León, 66645, México","66645","Nuevo León"
317,1,"C","Hogar",104,13,11,25.66909,-100.26294,"Hogar Reunión","UT_DENSIDAD","TRAIN","Insurgentes, Polanco, Guadalupe, Nuevo León, 67174, México","67174","Nuevo León"
594,1,"C","Hogar",98.07,13,0,25.72671,-100.17316,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida del Teléfono, Apodaca, Nuevo León, 66648, México","66648","Nuevo León"
315,1,"BC","Hogar",93,10,7,25.65235,-100.26606,"Clásico","UT_DENSIDAD","TRAIN","106, Calle Valle de Champagne, Valle del Contry, Guadalupe, Nuevo León, 67140, México","67140","Nuevo León"
314,1,"C","Base",107,13,13,25.67509,-100.26958,"Hogar Reunión","UT_DENSIDAD","TRAIN","200, Calle Triunfo De La República, Paraiso, Guadalupe, Nuevo León, 64590, México","64590","Nuevo León"
597,1,"C","Hogar",110.73,14,0,25.6714,-100.21653,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Mármol, Parques de Guadalupe, Guadalupe, Nuevo León, 67180, México","67180","Nuevo León"
598,1,"C","Hogar",96.69,12,0,25.68012,-100.22238,"Hogar Reunión","UT_DENSIDAD","TRAIN","Fontana, Riberas del Río, Guadalupe, Nuevo León, 67150, México","67150","Nuevo León"
599,1,"C","Hogar",114.63,13,6,25.67213,-100.23018,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, 15 de Mayo, Guadalupe, Nuevo León, 67160, México","67160","Nuevo León"
585,1,"C","Hogar",112.9,12,0,25.66144,-100.21849,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Mármol, Luis Mora, Guadalupe, Nuevo León, 67180, México","67180","Nuevo León"
519,1,"C","Base",115.03,13,6,25.68449,-100.2262,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","3018, Avenida General Plutarco Elías Calles, Riberas del Río, Guadalupe, Nuevo León, 67150, México","67150","Nuevo León"
536,1,"C","Hogar",114.87,13,10,25.6581,-100.22496,"Hogar Reunión","UT_DENSIDAD","TRAIN","Arboledas de la Silla, Guadalupe, Nuevo León, 67182, México","67182","Nuevo León"
541,1,"C","Hogar",109.97,13,7,25.70214,-100.25043,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Anáhuac, Hercules, Guadalupe, Nuevo León, 67138, México","67138","Nuevo León"
557,1,"C","Hogar",84.08,12,4,25.6704,-100.21162,"Hogar Reunión","UT_DENSIDAD","TRAIN","Emiliano Zapata, Jardines de Santa Clara, Guadalupe, Nuevo León, 67180, México","67180","Nuevo León"
559,1,"C","Hogar",92.18,13,8,25.72444,-100.15672,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Camino a Charco Blanco, Bosque Boreal, Apodaca, Nuevo León, 66648, México","66648","Nuevo León"
562,1,"C","Hogar",104.62,13,0,25.69635,-100.20652,"Hogar Reunión","UT_DENSIDAD","TRAIN","20 de Noviembre, Emiliano Zapata Fomerrey 18, Guadalupe, Nuevo León, 67118, México","67118","Nuevo León"
564,1,"C","Hogar",115.51,13,0,25.68658,-100.21385,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","12 de Octubre, 21 de Enero, Guadalupe, Nuevo León, 67118, México","67118","Nuevo León"
571,1,"C","Hogar",112.89,13,0,25.74155,-100.18463,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Héctor Caballero, Corporación Mitsuba de México S.A. de C.V., Apodaca, Nuevo León, 66634, México","66634","Nuevo León"
332,1,"B","Receso",136,13,6,25.69665,-100.14323,"Oficinistas","UT_DENSIDAD","TRAIN","Oxxo, Vía Rápida a Monterrey, Guadalupe, Nuevo León, 66647, México","66647","Nuevo León"
324,1,"C","Hogar",97,13,5,25.69969,-100.21334,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Acuamarina, Guadalupe, Nuevo León, 67118, México","67118","Nuevo León"
582,1,"C","Hogar",120.33,11,0,25.69596,-100.18514,"Hogar Reunión","UT_DENSIDAD","TRAIN","502, Raúl Rangel Frías, Guadalupe, Nuevo León, 67116, México","67116","Nuevo León"
583,1,"C","Hogar",113.5,13,0,25.66215,-100.22198,"Hogar Reunión","UT_DENSIDAD","TRAIN","Andrés Quintana Roo, Luis Mora, Guadalupe, Nuevo León, 67180, México","67180","Nuevo León"
329,1,"C","Receso",71,13,5,25.70334,-100.239,"Oficinistas","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Adolfo Ruíz Cortines, Central de Carga, Guadalupe, Nuevo León, 66494, México","66494","Nuevo León"
575,1,"C","Hogar",99.73,13,4,25.6737,-100.27038,"Hogar Reunión","UT_DENSIDAD","TRAIN","León, Paraiso, Guadalupe, Nuevo León, 64590, México","64590","Nuevo León"
326,1,"B","Hogar",118,12,4,25.7292,-100.17807,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Los Suizos, Zozayita, Apodaca, Nuevo León, 66648, México","66648","Nuevo León"
328,1,"C","Receso",116,10,6,25.69583,-100.23188,"Oficinistas","UT_GAS_URBANA","TRAIN","Oxxo, Avenida San Rafael, Guadalupe, Nuevo León, 67138, México","67138","Nuevo León"
327,1,"C","Hogar",98,10,9,25.67151,-100.25856,"Hogar Reunión","UT_DENSIDAD","TRAIN","625, General Ignacio Zaragoza, La Pastora, Guadalupe, Nuevo León, 67174, México","67174","Nuevo León"
878,2,"C","Hogar",111.7,12,10,26.03851,-98.35729,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Las Lomas, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
856,2,"C","Receso",0,0,0,26.04652,-98.38172,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Revolución, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
855,2,"B","Base",0,0,0,26.04971,-98.31442,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Ignacio De La Garza, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
854,2,"C","Hogar",0,0,0,26.04082,-98.31979,"Hogar Reunión","UT_DENSIDAD","TRAIN","Miguel hidalgo, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
848,2,"C","Hogar",0,0,0,26.09732,-98.29138,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle División del Norte, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
851,2,"C","Hogar",0,0,0,26.06185,-98.32044,"Clásico","UT_DENSIDAD","TRAIN","Calle Fuente de Trevi, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
853,2,"C","Hogar",0,0,0,25.97227,-98.29033,"Hogar Reunión","UT_DENSIDAD","TRAIN","Reynosa, Tamaulipas, 88799, México","88799","Tamaulipas"
798,2,"C","Hogar",0,0,0,25.99222,-98.09663,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Tlaxcala, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
802,2,"C","Base",0,0,0,25.9898,-98.1002,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle 5 de Mayo, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
803,2,"C","Base",0,0,0,25.9872,-98.1074,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
805,2,"C","Hogar",0,0,0,26.0835,-98.33,"Hogar Reunión","UT_DENSIDAD","TRAIN","N. Treviño Zapata, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
806,2,"B","Base",0,0,0,26.069,-98.2719,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Calle Veracruz, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
807,2,"B","Hogar",0,0,0,26.07896,-98.33792,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Pasito, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
808,2,"C","Base",0,0,0,26.02103,-98.27533,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Margarita Maza de Juárez, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
809,2,"C","Hogar",0,0,0,26.03188,-98.34141,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Hacienda del Sol, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
839,2,"C","Peatonal",0,0,0,26.08506,-98.27164,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Soriana Super, Calle Cristóbal Colón, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
811,2,"B","Hogar",0,0,0,26.0562,-98.3151,"Clásico","UT_DENSIDAD","TRAIN","Calle Sierra Leona, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
813,2,"C","Hogar",0,0,0,25.992,-98.114,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Álamo, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
816,2,"B","Hogar",0,0,0,26.09528,-98.28297,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Ignacio Allende, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
817,2,"C","Receso",0,0,0,26.08866,-98.27988,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Calle Cristóbal Colón, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
819,2,"C","Base",0,0,0,26.0669,-98.39358,"Hogar Reunión","UT_DENSIDAD","TRAIN","Boulevard Vista Alta, Reynosa, Tamaulipas, 88715, México","88715","Tamaulipas"
822,2,"C","Base",0,0,0,25.98347,-98.11129,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida José María Morelos y Pavón, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
835,2,"C","Hogar",0,0,0,26.01647,-98.25479,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 5 de Mayo, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
999,2,"C","Receso",102.75,11,4,26.02147,-98.28373,"Barrio Competido","UT_TRAFICO_PEATONAL","TRAIN","Calle Héroes de la Reforma, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
988,2,"C","Hogar",101.82,12,10,26.03533,-98.29644,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Sonora, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
989,2,"C","Hogar",101.82,12,10,26.0434,-98.32001,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Ingeniero Américo Villarreal Guerra, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
991,2,"C","Hogar",116.98,13,10,26.01263,-98.24741,"Barrio Competido","UT_GAS_URBANA","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
992,2,"C","Base",100.41,12,10,26.10101,-98.31804,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Calle Lábaro Patrio, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
993,2,"B","Hogar",113.73,12,10,26.06883,-98.3598,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida del Parque, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
994,2,"C","Hogar",113.73,12,7,26.08696,-98.33805,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle República Checa, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
995,2,"C","Base",106.6,12,10,26.03482,-98.40996,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Calle San Valentín, Fracc. Loma Real, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
996,2,"C","Hogar",107.85,12,7,25.98884,-98.27356,"Hogar Reunión","UT_DENSIDAD","TRAIN","Privada Trébol, Reynosa, Tamaulipas, 88799, México","88799","Tamaulipas"
997,2,"C","Hogar",101.82,12,11,25.99333,-98.27173,"Hogar Reunión","UT_DENSIDAD","TRAIN","Privada Nardo, Reynosa, Tamaulipas, 88799, México","88799","Tamaulipas"
998,2,"AB","Hogar",107.85,12,12,26.07585,-98.26928,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard Toteco, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
987,2,"C","Hogar",110,10,12,26.06031,-98.32753,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Mil Cumbres, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1001,2,"C","Hogar",101.82,12,10,26.01288,-98.26235,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle José María Morelos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1002,2,"C","Hogar",116.9,10,11,26.0228,-98.28886,"Hogar Reunión","UT_DENSIDAD","TRAIN","Guatemala, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1003,2,"C","Hogar",112,12,8,25.9956,-98.2471,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Segunda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1004,2,"C","Hogar",93.52,12,9,26.09947,-98.32143,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Jaime Nunó, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1005,2,"C","Hogar",98.2,12,5,26.06356,-98.31124,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Londres, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1006,2,"C","Hogar",116.9,13,14,26.02128,-98.25349,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle 16 de Septiembre, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1007,2,"C","Hogar",114.41,12,10,25.98434,-98.20065,"Hogar Reunión","UT_DENSIDAD","TRAIN","Santa Rosa, Reynosa, Tamaulipas, 88780, México","88780","Tamaulipas"
1008,2,"C","Hogar",98.8,12,10,26.08637,-98.32248,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Francisco Javier Mina, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1009,2,"C","Hogar",103.4,12,5,26.0701,-98.30796,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Boulevard del Maestro, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
976,2,"C","Hogar",113,10,10,26.0948,-98.30479,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
965,2,"B","Hogar",98,10,10,25.98342,-98.10511,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Oriente 4, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
966,2,"C","Hogar",112,10,10,26.02126,-98.27927,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Margarita Maza de Juárez, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
967,2,"C","Hogar",129,10,12,26.00751,-98.24571,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
968,2,"B","Hogar",129,9,6,26.02023,-98.22689,"Parada Técnica","UT_GAS_URBANA","TRAIN","Calle Cerro de Padilla, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
969,2,"C","Receso",125,10,13,26.07305,-98.2914,"Clásico","UT_DENSIDAD","TRAIN","Calle Occidental, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
971,2,"C","Hogar",123,11,12,26.0366,-98.34031,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Punta Calabozo, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
972,2,"C","Receso",121,10,10,26.07018,-98.30235,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Calle Loma Bonita, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
973,2,"C","Base",122,10,10,26.04916,-98.38596,"Parada Técnica","UT_GAS_URBANA","TRAIN","Boulevard Miguel Hidalgo y Costilla, Residencial Loma Bonita, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
974,2,"C","Hogar",113,11,12,26.04235,-98.37229,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Ebanos Poniente, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
975,2,"C","Hogar",129,10,12,26.0282,-98.28279,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Héroes de la Reforma, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1011,2,"C","Hogar",112,12,11,26.08553,-98.33515,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Privada San Francisco, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
977,2,"C","Receso",125,10,12,26.03871,-98.28171,"Parada Técnica","UT_GAS_URBANA","TRAIN","Pemex, Carretera Reynosa-Río Bravo (Calle Porfirio Díaz), Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
978,2,"BC","Receso",102.98,11,9,26.08548,-98.29332,"Parada Técnica","UT_GAS_URBANA","TRAIN","Calle Río Álamo, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
979,2,"BC","Hogar",115.67,12,10,25.98337,-98.08285,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
981,2,"C","Hogar",121,10,10,26.05409,-98.35069,"Hogar Reunión","UT_DENSIDAD","TRAIN","Israel, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
982,2,"B","Hogar",100,10,6,26.06513,-98.31539,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Catorce, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
983,2,"C","Hogar",117,11,12,25.99992,-98.25808,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Fresno, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
984,2,"C","Hogar",116,10,8,26.06213,-98.33027,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Calle Central, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
985,2,"C","Hogar",129,11,10,26.02486,-98.24565,"Parada Técnica","UT_DENSIDAD","TRAIN","Calle Doctor Rodríguez, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
986,2,"C","Hogar",101.82,12,10,26.01805,-98.26513,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Adolfo Ruíz Cortines, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1046,2,"C","Hogar",0,0,0,26.09036,-98.28066,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Calle Pedro José Méndez, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1035,2,"C","Hogar",123.69,0,11,26.01175,-98.28564,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Héroes de la Reforma, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1036,2,"C","Hogar",119.65,0,8,26.09085,-98.324,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Jaime Nunó, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1037,2,"C","Hogar",121.67,0,11,25.96746,-98.25733,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida del Parque, Reynosa, Tamaulipas, 88799, México","88799","Tamaulipas"
1038,2,"C","Hogar",132.73,0,11,26.05081,-98.40391,"Barrio Competido","UT_DENSIDAD","TRAIN","Avenida Ventura Sur, Fracc. Loma Real, Reynosa, Tamaulipas, 88715, México","88715","Tamaulipas"
1039,2,"BC","Hogar",114.3,0,7,26.05491,-98.31887,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Calle Sierra de San Carlos, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1041,2,"B","Hogar",0,0,0,25.98343,-98.09802,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Las Américas, Río Bravo, Tamaulipas, 88900, México","88900","Tamaulipas"
1042,2,"C","Hogar",0,0,0,25.9756,-98.05814,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida Francisco I. Madero, Río Bravo, Tamaulipas, 88920, México","88920","Tamaulipas"
1043,2,"C","Hogar",0,0,0,26.05884,-98.34364,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN","Calle Sur Uno, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1044,2,"C","Base",0,0,0,25.98861,-98.12478,"Parada Técnica","UT_DENSIDAD","TRAIN","Calle Ignacio Allende, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
1045,2,"C","Hogar",0,0,0,25.98755,-98.05539,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Pedro de Guzmán, Río Bravo, Tamaulipas, 88920, México","88920","Tamaulipas"
1034,2,"B","Hogar",132.73,0,12,26.0852,-98.37643,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida de los Colorines Poniente, Villa Florida Sector B, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1047,2,"C","Hogar",0,0,0,26.07928,-98.29009,"Clásico","UT_DENSIDAD","TRAIN","Calle Monterrey, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1048,2,"C","Hogar",0,0,0,26.03145,-98.38466,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Calle Kiwi, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1049,2,"C","Hogar",0,0,0,26.00607,-98.12218,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Satélite, Río Bravo, Tamaulipas, 88950, México","88950","Tamaulipas"
1051,2,"C","Hogar",0,0,0,26.03374,-98.29404,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Ingeniero Américo Villarreal Guerra, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1052,2,"B","Base",0,0,0,26.06517,-98.3448,"Parada Técnica","UT_DENSIDAD","TRAIN","Boulevard Miguel Hidalgo y Costilla, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1053,2,"C","Hogar",0,0,0,26.04132,-98.29259,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Nohelia, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1054,2,"C","Hogar",0,0,0,26.09605,-98.29327,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Mariano Matamoros, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1055,2,"C","Hogar",0,0,0,26.01132,-98.3814,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Bulevar Puerta del Sol, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1056,2,"C","Hogar",0,0,0,26.03571,-98.342,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Puerto Vallarta, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1023,2,"B","Hogar",121.67,0,10,26.05529,-98.28269,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Amado Nervo, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1012,2,"C","Hogar",105.2,12,8,26.00514,-98.25797,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Boulevard Villas de Esmeralda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1013,2,"C","Hogar",111.04,12,7,26.05979,-98.41287,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Egipto, Reynosa, Tamaulipas, 88715, México","88715","Tamaulipas"
1014,2,"C","Hogar",98.8,12,10,26.02676,-98.27125,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Guinda, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
1015,2,"C","Hogar",116.26,13,12,26.02408,-98.39976,"Hogar Reunión","UT_DENSIDAD","TRAIN","Bulevar Campestre Bugambilia, Reynosa, Tamaulipas, 88733, México","88733","Tamaulipas"
1016,2,"C","Hogar",116.9,13,13,25.96921,-98.26604,"Barrio Competido","UT_DENSIDAD","TRAIN","Oxxo, Calle Paseo del Sol, Reynosa, Tamaulipas, 88799, México","88799","Tamaulipas"
1017,2,"BC","Hogar",116.9,13,11,26.04827,-98.31403,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle José De Escandón Y Helguera, Reynosa, Tamaulipas, 88500, México","88500","Tamaulipas"
