id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,indice_competencia_500m
6714994,19046462112002801000008154S5,7 ELEVEN SUC 2253 CENTRAL DE CARGA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,AVENIDA UNO,CALLE,AVENIDA D,CALLE,AVENIDA C,CALLE,AVENIDA DOS,150.0,,,,,,COLONIA,CENTRAL DE CARGA,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1445,37,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.71182746,-100.23606119,2016-01,3
6802023,19010462112000152000008154S1,7 ELEVEN SUC 2258 EL JARAL,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,EL JARAL,CALLE,HACIENDA DE LA MAGDALENA,CALLE,CAÑAVERAL,CALLE,RIVERA,600.0,,,,,,COLONIA,EL JARAL 3 SECTOR,,,,,19,Nuevo León,10,El Carmen,130,El Jaral                                                                                                      ,0285,22,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.85959231,-100.31646723,2017-11,6
6710429,19046462112002821001008154S3,7 ELEVEN SUC 2282 BERLIN,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,BERLÍN,AVENIDA,SANTO DOMINGO,CALLE,SINALOA,CALLE,CHIHUAHUA,604.0,,,,,,COLONIA,EL REFUGIO,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,0076,28,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.75352345,-100.27090829,2016-01,4
9416977,19010462112000352000008154S7,7 ELEVEN SUC 2283 VISTA REGIA Y PARAISO,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,VISTA REGIA,AVENIDA,PARAISO,CALLE,ALONDRA,CALLE,NINGUNO,8283.0,,,,,,COLONIA,BUENA VISTA,,,,,19,Nuevo León,10,El Carmen,130,El Jaral                                                                                                      ,0266,1,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.86480678,-100.31402089,2024-05,2
6791256,19039462112009432001008154S7,7 ELEVEN SUC 2297 PLAZA SEBASTIAN,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,EUGENIO GARZA SADA,CALLE,PROLONGACIÓN BACHILLERES,CALLE,LUIS ELIZONDO,CALLE,FILÓSOFOS,2762.0,,,,1.0,,COLONIA,TECNOLOGICO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2097,9,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.64860241,-100.2908717,2017-03,9
6699471,19026462112003442000008154S9,7 ELEVEN SUC 2298 CUAUHTEMOC Y CHAPULTEPEC,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,CUAUHTÉMOC,CALLE,NINGUNO,CALLE,DEL COLECTOR,CERRADA,EL REALITO,1312.0,,,,,,COLONIA,SANTA MARGARITA,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,1438,28,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.66577389,-100.26669447,2016-01,7
6718333,19026462112003431001008154S2,7 ELEVEN SUC 2299 FUERZA CIVIL,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,MAESTRO ISRAEL CAVAZOS GARZA,CALLE,IRLANDA,CALLE,ANTÁRTIDA,CALLE,NINGUNO,405.0,,,,,,COLONIA,RINCON DE LA SIERRA,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,0849,23,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.64054223,-100.19575375,2016-01,3
9411111,19039462112012042000008154S9,7 ELEVEN SUC 2310 RICARDO COVARRUBIAS Y NIZA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,RICARDO COVARRUBIAS,CALLE,NANTES,CALLE,NIZA,CALLE,PORTO ALEGRE,2805.0,,,,,,COLONIA,NARVARTE,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2025,38,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.65262813,-100.28269459,2024-05,3
6708055,19006462112003341001008154S5,7 ELEVEN SUC 2311 PASEO DEL VIRREY DE CEBALLOS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PASEO VIRREY DE CEBALLOS,CALLE,PASEO SALAMANCA,CALLE,5 DE MAYO,CALLE,PASEO MURCIA,503.0,,,,,,COLONIA,RINCONADA COLONIAL,,,,,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,0511,25,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.79649951,-100.19674972,2016-01,3
6726418,19039462112008992000008154S1,7 ELEVEN SUC 2312 ADOLFO PRIETO Y JUAN ESCUTIA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,ADOLFO PRIETO,CALLE,JUAN ESCUTIA,CALLE,BATALLÓN DE SAN BLAS,CALLE,MANUEL MARÍA DEL LLANO,2106.0,A,,,,,COLONIA,OBRERA,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,1582,5,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.67746323,-100.29458526,2016-01,10
9421200,19039462112012102000008154S1,7 ELEVEN SUC 2313 ZAPOPAN Y SAN JOSE,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,ZAPOPAN,AVENIDA,SAN JOSÉ,CALLE,TULE,CALLE,LOS PINOS,4201.0,,,,,,FRACCIONAMIENTO,RESIDENCIAL LOS CEDROS,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,0461,15,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.71707287,-100.37302094,2024-05,5
6709177,19039462112008982000008154S2,7 ELEVEN SUC 2314 ALTAMISA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,ALTAMISA,CALLE,AVENIDA DE LOS ASTROS,CALLE,PLAZA ROBLE,CALLE,TALAVERA,1001.0,,,,,,COLONIA,LAS PLAZAS,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,484A,29,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.76579378,-100.40467227,2016-01,5
6699702,19026462112003482000008154S5,7 ELEVEN SUC 2321 DOS RIOS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,RÍO TRINIDAD,CALLE,RÍO USUMACINTA,CALLE,RÍO TAMAZUNCHALE,CALLE,RÍO TAMAZUNCHALE,362.0,,,,,,FRACCIONAMIENTO,DOS RIOS 4 SECTOR,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,2328,12,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.6794265,-100.16242605,2016-01,2
6813492,19006462112003922001008154S2,7 ELEVEN SUC 2322 COSTA RICA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,LUXEMBURGO,CALLE,MARRUECOS,CALLE,LIBIA,AVENIDA,ESTRAUS,104.0,,,,,,COLONIA,PRADOS DE LA CIENEGUITA,,,,,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,0719,19,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.78174589,-100.2582445,2017-11,3
6712561,19039462112008911001008154S1,7 ELEVEN SUC 2324 TENAYUCA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,TENAYUCA,CALLE,TLACOPAN,CALLE,TLATELOLCO,CALLE,MOCTEZUMA,264.0,,,,,,FRACCIONAMIENTO,LOMAS MODELO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,0156,32,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.74331009,-100.36404356,2016-01,3
6699474,19039462112008822000008154S0,7 ELEVEN SUC 2336 PEDRO INFANTE,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,ADOLFO RUÍZ CORTINES,AVENIDA,PEDRO INFANTE,CALLE,AGUSTÍN LARA,CALLE,MARIO MORENO,6556.0,,,,,,COLONIA,MIRADOR DE LAS MITRAS 1ER SECTOR,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,4074,3,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.74617764,-100.38820827,2016-01,4
6699620,19039462112008922000008154S8,7 ELEVEN SUC 2352 ZEMPOALA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,COYOACÁN,CALLE,TAJÍN,CALLE,ZEMPOALA,CALLE,NONOALCO,803.0,,,,,,COLONIA,UNIDAD MODELO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,0160,1,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.74051723,-100.35975415,2016-01,3
6845104,19006462112003932000008154S1,7 ELEVEN SUC 2356 ONE AEROPUERTO,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,CARRETERA AL AEROPUERTO,AVENIDA,BOULEVARD INTERAMERICAN,AVENIDA,BOULEVARD MILLENIUM,CALLE,NINGUNO,151.0,,,,,,COLONIA,INDUSTRIAL MILENIUM,,,,,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,3037,4,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.78568846,-100.13443088,2018-03,0
6699627,19026462112003472000008154S6,7 ELEVEN SUC 2357 PABLO LIVAS Y LAZARO CARDENAS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,PABLO LIVAS,AVENIDA,GENERAL LÁZARO CÁRDENAS,CALLE,15 DE MAYO,CALLE,AGUASCALIENTES,2800.0,,,,,,COLONIA,VIVIENDA POPULAR,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,1546,2,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.66865341,-100.23280198,2016-01,6
6802153,19004462112000382000008154S7,7 ELEVEN SUC 2358 FIDEL VELAZQUEZ Y ALVARADO BARRERA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,NINGUNO,CALLE,TOMÁS CUEVAS DOMÍNGUEZ,AVENIDA,DOCTOR RAMÓN FLORES A,CALLE,ROBERTO AGUIRRE B,0.0,SN,,,,,COLONIA,PROGRESO,,,,,19,Nuevo León,4,Allende,1,Ciudad de Allende                                                                                             ,0324,1,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.30267028,-100.0385202,2017-11,0
6719592,19041462112000482000008154S7,7 ELEVEN SUC 2359 LUCCA Y CANTAUTORES MEXICANOS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,LUCCA,CALLE,ROBERTO CANTORAL,RETORNO,LUCCA,CALLE,NOCHE BUENA,500.0,,,,,,COLONIA,CANTORAL,,,,,19,Nuevo León,41,Pesquería,1,Pesquería                                                                                                     ,0328,3,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.7550864,-100.10463175,2016-01,3
6235325,19039462112006772000008154S9,7 ELEVEN SUC 2366 RUIZ CORTINES Y PH,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,ADOLFO RUÍZ CORTINES,AVENIDA,PUERTA DE HIERRO,OTRO(ESPECIFIQUE),NINGUNO,AVENIDA,ABRAHAM LINCOLN,9000.0,1,,,,,FRACCIONAMIENTO,PUERTA DE HIERRO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,5119,5,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.76334806,-100.41288015,2014-12,2
6845272,19025462112000332001008154S7,7 ELEVEN SUC 2385 DE LA CONQUISTA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,AVENIDA DE LA CONQUISTA,AVENIDA,AVENIDA REAL DE PALMAS,CALLE,PASEO DE ÁNGELES,CALLE,PASEO DE NARANJOS,3315.0,,,,,,FRACCIONAMIENTO,REAL DE PALMAS,,,,,19,Nuevo León,25,General Zuazua,284,Fraccionamiento Real Palmas                                                                                   ,0362,19,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.89796903,-100.16688419,2018-03,4
6728801,19046462112002812000008154S2,7 ELEVEN SUC 2386 LOS PINOS Y LAS FLORES,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LOS PINOS,AVENIDA,LOS REALES,AVENIDA,LAS FLORES,CALLE,BEGONIAS,134.0,,,,,,FRACCIONAMIENTO,INDUSTRIAS DEL VIDRIO,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1093,23,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.72826395,-100.23820099,2016-01,3
6721760,19006462112003522001008154S0,7 ELEVEN SUC 2388 PASEO DE SANTA ROSA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,KIWI,CALLE,ÁGUILA,CALLE,HALCÓN,CALLE,PAPAGAYOS,300.0,,,,,,COLONIA,PASEO SANTA ROSA PRIMER SECTOR,,,,,19,Nuevo León,6,Apodaca,133,Santa Rosa                                                                                                    ,2556,21,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.8202316,-100.22932246,2016-01,3
6704627,19006462112003442001008154S1,7 ELEVEN SUC 2399 MISION DE SAN JOSE,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,AVENIDA DE LAS MISIONES,AVENIDA,GALAXIA,PRIVADA,MISIÓN DE SAN ANTONIO,AVENIDA,FRAMBOYÁN,101.0,,,,,,FRACCIONAMIENTO,MISION DE SAN JOSE,,,,,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca                                                                                                ,2221,15,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.78809824,-100.23324982,2016-01,4
6722881,19021462112001671001008154S6,7 ELEVEN SUC 2400 JARDINES DE CANADA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,OCAMPO,CALLE,RÍO LA SILLA,AVENIDA,JARDINES DEL CANADÁ,CALLE,RÍO RAMOS,100.0,,,,,,FRACCIONAMIENTO,JARDINES DEL CANADA,,,,,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1319,1,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.80357523,-100.30727617,2016-01,3
6801374,19021462112001972000008154S8,7 ELEVEN SUC 2406 INDUSTRIAL Y ACUEDUCTO,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,PARQUE INDUSTRIAL (HUMBERTO LOBO),AVENIDA,LICENCIADO RAÚL SALINAS LOZANO,OTRO(ESPECIFIQUE),NINGUNO,CALLE,CERRO DE LAS MITRAS,99.0,,,,,,COLONIA,VILLAS DE LOS AYALA,,,,,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,0984,25,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.79264478,-100.33546567,2017-11,4
6704756,19046462112002772001008154S8,7 ELEVEN SUC 2407 ITURBIDE,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,AGUSTÍN DE ITURBIDE,CALLE,LICENCIADO GUSTAVO DÍAZ ORDÁZ,AVENIDA,ZACATECAS,CALLE,FRANCISCO MÁRQUEZ,257.0,,,,,,COLONIA,HEROES DE MEXICO 4TO SECTOR,,,,,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,0856,27,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.76066173,-100.26821892,2016-01,6
9447086,19009462112001042000008154S5,7 ELEVEN SUC 2418 CADEREYTA-ALLENDE,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,20 DE NOVIEMBRE,CALLE,MIER,PRIVADA,VALLE DE CADEREYTA,CALLE,VALLE DEL PILÓN,900.0,,,,,,COLONIA,VALLES DE CADEREYTA,,,,,19,Nuevo León,9,Cadereyta Jiménez,1,Cadereyta Jiménez                                                                                             ,0509,20,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.58215795,-100.00257002,2024-05,4
6796284,19039462112009462000008154S4,7 ELEVEN SUC 2456 ESFERA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,NACIONAL,AVENIDA,LA RIOJA,CARRETERA,NACIONAL,OTRO(ESPECIFIQUE),NINGUNO,245.0,,,,,,COLONIA,LA RIOJA PRIVADA RESIDENCIAL,CENTRO Y PLAZA COMERCIAL,ESFERA CITY MTY,SN,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2985,53,,EDGRADO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.57560274,-100.24463139,2017-11,2
6883190,19026462112003732000008154S3,7 ELEVEN SUC 2483 ESTADIO DE LOS RAYADOS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,PABLO LIVAS,PRIVADA,9,AVENIDA,LAS QUINTAS,OTRO(ESPECIFIQUE),NINGUNO,2119.0,,,,,,COLONIA,LA QUINTA,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,0567,1,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.66936609,-100.23984412,2019-04,5
9393934,19048462112002262000008154S6,7 ELEVEN SUC 2486 LAS MONTAÑAS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,DR IGNACIO MORONES PRIETO,CALLE,PICO DE ORIZABA,CALLE,CENTRAL,PRIVADA,PICO PIÑÓN,1100.0,,,,1.0,,COLONIA,LAS MONTAÑAS,,,,,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,0333,49,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.66171987,-100.43779872,2024-05,0
6235397,19031462112000402000008154S6,7 ELEVEN SUC 2504 PROL ELOY CAVAZOS,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,ELOY CAVAZOS,CALLE,UNIÓN,AVENIDA,HÉCTOR CABALLERO,OTRO(ESPECIFIQUE),NINGUNO,3200.0,,,,,,COLONIA,HECTOR CABALLERO ESCAMILLA,,,,,19,Nuevo León,31,Juárez,224,Héctor Caballero                                                                                              ,1495,2,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.63334606,-100.126917,2010-07,1
9433840,19041462112001002000008154S2,7 ELEVEN SUC 2509 CARRETERA PESQUERIA-SANTA MARIA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,SAN FRANCISCO (DEL ESTADO),CALLE,FARINI,CALLE,SILVANO,CALLE,CAMPO MARINO,13.0,0.7,,,,,LOCALIDAD,LA VICTORIA,,,,,19,Nuevo León,41,Pesquería,456,Valle de Santa María                                                                                          ,0493,3,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.71087038,-100.09850187,2024-05,6
9411112,19039462112012062000008154S7,7 ELEVEN SUC 2516 HAMILTON,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,CUMBRES SAN AGUSTIN,AVENIDA,HAMILTON,AVENIDA,CUMBRES MADEIRAS,CALLE,CLAYTON,1300.0,,,,,,COLONIA,CUMBRES DE SAN AGUSTIN CUARTO SECTOR,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,5566,9,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW7-ELEVEN.COM.MX,Fijo,25.75307017,-100.42109381,2024-05,0
9399472,19006462112005552000008154S5,7 ELEVEN SUC 2517 VALLE AZUL,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,CAMINO A AGUA FRÍA (AUTOPISTA MONTERREY - REYNOSA),CALLE,NINGUNO,CALLE,VALLE AZUL,OTRO(ESPECIFIQUE),NINGUNO,1081.0,,,,,,FRACCIONAMIENTO,VALLE AZUL,,,,,19,Nuevo León,6,Apodaca,404,Valle Azul                                                                                                    ,0634,44,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.79889096,-100.15660376,2024-05,0
9393930,19039462112012052000008154S8,7 ELEVEN SUC 2519 CUMBRES DEL SOL Y VERONA,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AMPLIACION,AVENIDA CUMBRES DEL SOL (DEL ESTADO),AVENIDA,CUMBRES MADEIRA,AVENIDA,LA JOYA,CALLE,NINGUNO,501.0,,,,,,FRACCIONAMIENTO,CUMBRES PLATINUM,,,,,19,Nuevo León,18,García,212,Mitras Poniente                                                                                               ,1582,8,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.75811613,-100.42746431,2024-05,4
9399505,19026462112005152000008154S2,7 ELEVEN SUC 2521 FAISAN DORADO,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PLUTARCO ELIAS,CALLE,FAISAN DORADO,OTRO(ESPECIFIQUE),NINGUNO,CALLE,FAISAN COLLAR,3861.0,,,,,,COLONIA,LOS FAISANES SECTOR DORADO,,,,,19,Nuevo León,26,Guadalupe,1,Guadalupe                                                                                                     ,2879,2,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.68892103,-100.17532346,2024-05,0
9442808,19010462112000342000008154S8,7 ELEVEN SUC 2526 JARAL II,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,EL JARAL,CALLE,MEZQUITAL,CALLE,CAÑAVERAL,CALLE,RIVERA,600.0,SN,,,,,FRACCIONAMIENTO,EL JARAL,,,,,19,Nuevo León,10,El Carmen,130,El Jaral                                                                                                      ,0285,22,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.85963132,-100.31647527,2024-05,6
9393931,19021462112002892000008154S7,7 ELEVEN SUC 2527 CAMINO A LAS PEDRERAS,7 ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CARRETERA,LIBRAMIENTO SALTILLO LAREDO,CALLE,NINGUNO,CALLE,ENCINO,CARRETERA,PASO CUCHARAS,6803.0,A,,,,,COLONIA,ARCOS DEL SOL,,,,66058.0,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,0594,56,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.81284635,-100.37706706,2024-05,0
9393928,19039462112011992000008154S6,7 ELEVEN SUC 2535 CERRADAS DE VALLE ALTO,7-ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LA ESTANZUELA,CALLE,CAÑÓN GIGANTE,CALLE,CERRADAS DE VALLE ALTO,CALLE,CERRADA ALZAGA,502.0,,,,,,FRACCIONAMIENTO,CERRADAS DE VALLE ALTO,,,,,19,Nuevo León,39,Monterrey,1,Monterrey                                                                                                     ,2932,38,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.5865891,-100.25437134,2024-05,2
9421195,19021462112002832000008154S3,7 ELEVEN SUC 2537 CAMINO REAL III,7 ELEVEN MEXICO SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,BOULEVARD,CAMINO REAL,CALLE,CALLE DE LOS FRANCISCANOS,CALLE,NINGUNO,PRIVADA,PRIVADA DE LOS FRANCISCANOS,240.0,,,,,,COLONIA,FRACC LA ENCOMIENDA,,,,66054.0,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1427,63,,EDGARDO.ALVAREZ@7-ELEVEN.COM.MX,WWW.7-ELEVEN.COM.MX,Fijo,25.77353589,-100.28161269,2024-05,2
